tag,sentence,,,,,
O,costs,,,,,
O,27,,,,,
O,January,,,,,
O,2015,,,,,
O,31,,,,,
O,",",,,,,
O,416,,,,,
O,",",,,,,
O,910,,,,,
O,$0.08,,,,,
O,2,,,,,
O,",",,,,,
O,299,,,,,
O,",",,,,,
O,441,,,,,
O,Non-Renounceable,,,,,
O,Rights,,,,,
O,Issue,,,,,
O,at,,,,,
O,$0.08,,,,,
O,per,,,,,
O,share,,,,,
O,less,,,,,
O,costs,,,,,
O,30,,,,,
O,January,,,,,
O,2015,,,,,
O,625,,,,,
O,",",,,,,
O,000,,,,,
O,$0.08,,,,,
O,50,,,,,
O,",",,,,,
O,000,,,,,
O,Non-Renounceable,,,,,
O,Rights,,,,,
O,Issue,,,,,
O,at,,,,,
O,$0.08,,,,,
O,per,,,,,
O,share,,,,,
O,less,,,,,
O,costs,,,,,
O,4,,,,,
O,March,,,,,
O,2015,,,,,
O,27,,,,,
O,",",,,,,
O,602,,,,,
O,",",,,,,
O,200,,,,,
O,$0.08,,,,,
O,2,,,,,
O,",",,,,,
O,208,,,,,
O,",",,,,,
O,176,,,,,
O,Balance,,,,,
O,30,,,,,
O,June,,,,,
O,2015,,,,,
O,400,,,,,
O,",",,,,,
O,816,,,,,
O,",",,,,,
O,419,,,,,
O,103,,,,,
O,",",,,,,
O,475,,,,,
O,",",,,,,
O,639,,,,,
O,Options,,,,,
O,exercised,,,,,
O,at,,,,,
O,$0.15,,,,,
O,per,,,,,
O,share,,,,,
O,less,,,,,
O,costs,,,,,
O,30,,,,,
O,September,,,,,
O,2015,,,,,
O,16,,,,,
O,",",,,,,
O,357,,,,,
O,",",,,,,
O,354,,,,,
O,$0.15,,,,,
O,2,,,,,
O,",",,,,,
O,426,,,,,
O,",",,,,,
O,309,,,,,
O,Capital,,,,,
O,return,,,,,
O,of,,,,,
O,$0.12,,,,,
O,per,,,,,
O,share,,,,,
O,28,,,,,
O,October,,,,,
O,2015,,,,,
O,-,,,,,
O,$0.12,,,,,
O,(,,,,,
O,50,,,,,
O,",",,,,,
O,060,,,,,
O,",",,,,,
O,853,,,,,
O,),,,,,
O,Balance,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,417,,,,,
O,",",,,,,
O,173,,,,,
O,",",,,,,
O,773,,,,,
O,55,,,,,
O,",",,,,,
O,841,,,,,
O,",",,,,,
O,095,,,,,
O,Ordinary,,,,,
O,shares,,,,,
O,Ordinary,,,,,
O,shares,,,,,
O,entitle,,,,,
O,the,,,,,
O,holder,,,,,
O,to,,,,,
O,participate,,,,,
O,in,,,,,
O,dividends,,,,,
O,and,,,,,
O,the,,,,,
O,proceeds,,,,,
O,on,,,,,
O,the,,,,,
O,winding,,,,,
O,up,,,,,
O,of,,,,,
O,the,,,,,
O,company,,,,,
O,in,,,,,
O,proportion,,,,,
O,to,,,,,
O,the,,,,,
O,number,,,,,
O,of,,,,,
O,and,,,,,
O,amounts,,,,,
O,paid,,,,,
O,on,,,,,
O,the,,,,,
O,shares,,,,,
O,held.,,,,,
O,The,,,,,
O,fully,,,,,
O,paid,,,,,
O,ordinary,,,,,
O,shares,,,,,
O,have,,,,,
O,no,,,,,
O,par,,,,,
O,value,,,,,
O,and,,,,,
O,the,,,,,
O,company,,,,,
O,does,,,,,
O,not,,,,,
O,have,,,,,
O,a,,,,,
O,limited,,,,,
O,amount,,,,,
O,of,,,,,
O,authorised,,,,,
O,capital.,,,,,
O,On,,,,,
O,a,,,,,
O,show,,,,,
O,of,,,,,
O,hands,,,,,
O,every,,,,,
O,member,,,,,
O,present,,,,,
O,at,,,,,
O,a,,,,,
O,meeting,,,,,
O,in,,,,,
O,person,,,,,
O,or,,,,,
O,by,,,,,
O,proxy,,,,,
O,shall,,,,,
O,have,,,,,
O,one,,,,,
O,vote,,,,,
O,and,,,,,
O,upon,,,,,
O,a,,,,,
O,poll,,,,,
O,each,,,,,
O,share,,,,,
O,shall,,,,,
O,have,,,,,
O,one,,,,,
O,vote.,,,,,
O,Share,,,,,
O,buy-back,,,,,
O,There,,,,,
O,is,,,,,
O,no,,,,,
O,current,,,,,
O,on-market,,,,,
O,share,,,,,
O,buy-back.,,,,,
O,Capital,,,,,
O,risk,,,,,
O,management,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity's,,,,,
O,objectives,,,,,
O,when,,,,,
O,managing,,,,,
O,capital,,,,,
O,are,,,,,
O,to,,,,,
O,safeguard,,,,,
O,its,,,,,
O,ability,,,,,
O,to,,,,,
O,continue,,,,,
O,as,,,,,
O,a,,,,,
O,going,,,,,
O,concern,,,,,
O,",",,,,,
O,so,,,,,
O,that,,,,,
O,it,,,,,
O,can,,,,,
O,provide,,,,,
O,returns,,,,,
O,for,,,,,
O,shareholders,,,,,
O,and,,,,,
O,benefits,,,,,
O,for,,,,,
O,other,,,,,
O,stakeholders,,,,,
O,and,,,,,
O,to,,,,,
O,maintain,,,,,
O,an,,,,,
O,optimum,,,,,
O,capital,,,,,
O,structure,,,,,
O,to,,,,,
O,reduce,,,,,
O,the,,,,,
O,cost,,,,,
O,of,,,,,
O,capital.,,,,,
O,Capital,,,,,
O,is,,,,,
O,regarded,,,,,
O,as,,,,,
O,total,,,,,
O,equity,,,,,
O,",",,,,,
O,as,,,,,
O,recognised,,,,,
O,in,,,,,
O,the,,,,,
O,statement,,,,,
O,of,,,,,
O,financial,,,,,
O,position,,,,,
O,",",,,,,
O,plus,,,,,
O,net,,,,,
O,debt.,,,,,
O,Net,,,,,
O,debt,,,,,
O,is,,,,,
O,calculated,,,,,
O,as,,,,,
O,total,,,,,
O,borrowings,,,,,
O,less,,,,,
O,cash,,,,,
O,and,,,,,
O,cash,,,,,
O,equivalents.,,,,,
O,In,,,,,
O,order,,,,,
O,to,,,,,
O,maintain,,,,,
O,or,,,,,
O,adjust,,,,,
O,the,,,,,
O,capital,,,,,
O,structure,,,,,
O,",",,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,may,,,,,
O,issue,,,,,
O,new,,,,,
O,shares,,,,,
O,or,,,,,
O,sell,,,,,
O,assets,,,,,
O,to,,,,,
O,reduce,,,,,
O,debt.,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,would,,,,,
O,look,,,,,
O,to,,,,,
O,raise,,,,,
O,capital,,,,,
O,when,,,,,
O,an,,,,,
O,opportunity,,,,,
O,to,,,,,
O,invest,,,,,
O,in,,,,,
O,a,,,,,
O,business,,,,,
O,or,,,,,
O,company,,,,,
O,was,,,,,
O,seen,,,,,
O,as,,,,,
O,value,,,,,
O,adding,,,,,
O,relative,,,,,
O,to,,,,,
O,the,,,,,
O,current,,,,,
O,parent,,,,,
O,entity's,,,,,
O,share,,,,,
O,price,,,,,
O,at,,,,,
O,the,,,,,
O,time,,,,,
O,of,,,,,
O,the,,,,,
O,investment.,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,is,,,,,
O,actively,,,,,
O,pursuing,,,,,
O,additional,,,,,
O,investments,,,,,
O,in,,,,,
O,the,,,,,
O,short,,,,,
O,term,,,,,
O,to,,,,,
O,supplement,,,,,
O,its,,,,,
O,existing,,,,,
O,businesses,,,,,
O,in,,,,,
O,order,,,,,
O,to,,,,,
O,maximise,,,,,
O,synergies.,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,is,,,,,
O,not,,,,,
O,subject,,,,,
O,to,,,,,
O,any,,,,,
O,financing,,,,,
O,arrangement,,,,,
O,covenants.,,,,,
O,The,,,,,
O,capital,,,,,
O,risk,,,,,
O,management,,,,,
O,policy,,,,,
O,remains,,,,,
O,unchanged,,,,,
O,from,,,,,
O,the,,,,,
O,30,,,,,
O,June,,,,,
O,2015,,,,,
O,Annual,,,,,
O,Report.,,,,,
O,Accounting,,,,,
O,policy,,,,,
O,for,,,,,
O,issued,,,,,
O,capital,,,,,
O,Ordinary,,,,,
O,shares,,,,,
O,are,,,,,
O,classified,,,,,
O,as,,,,,
O,equity.,,,,,
O,Incremental,,,,,
O,costs,,,,,
O,directly,,,,,
O,attributable,,,,,
O,to,,,,,
O,the,,,,,
O,issue,,,,,
O,of,,,,,
O,new,,,,,
O,shares,,,,,
O,or,,,,,
O,options,,,,,
O,are,,,,,
O,shown,,,,,
O,in,,,,,
O,equity,,,,,
O,as,,,,,
O,a,,,,,
O,deduction,,,,,
O,",",,,,,
O,net,,,,,
O,of,,,,,
O,tax,,,,,
O,",",,,,,
O,from,,,,,
O,the,,,,,
O,proceeds.,,,,,
O,34,,,,,
O,ALLIANCE,,,,,
O,RESOURCES,,,,,
O,LIMITEDNotes,,,,,
O,to,,,,,
O,the,,,,,
O,financial,,,,,
O,statements,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,Consolidated,,,,,
O,Consolidated,,,,,
O,2016,,,,,
O,$,,,,,
O,2015,,,,,
O,$,,,,,
O,NOTE,,,,,
O,21.,,,,,
O,EQUITY,,,,,
O,-,,,,,
O,RESERVES,,,,,
O,FVOCI,,,,,
O,reserve,,,,,
O,(,,,,,
O,63,,,,,
O,",",,,,,
O,509,,,,,
O,),,,,,
O,(,,,,,
O,835,,,,,
O,",",,,,,
O,045,,,,,
O,),,,,,
O,Share-based,,,,,
O,payments,,,,,
O,reserve,,,,,
O,-,,,,,
O,53,,,,,
O,",",,,,,
O,900,,,,,
O,(,,,,,
O,63,,,,,
O,",",,,,,
O,509,,,,,
O,),,,,,
O,(,,,,,
O,781,,,,,
O,",",,,,,
O,145,,,,,
O,),,,,,
O,FVOCI,,,,,
O,reserve,,,,,
O,The,,,,,
O,reserve,,,,,
O,is,,,,,
O,used,,,,,
O,to,,,,,
O,recognise,,,,,
O,increments,,,,,
O,and,,,,,
O,decrements,,,,,
O,in,,,,,
O,the,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,financial,,,,,
O,assets,,,,,
O,at,,,,,
O,fair,,,,,
O,value,,,,,
O,through,,,,,
O,other,,,,,
O,comprehensive,,,,,
O,income.,,,,,
O,Share-based,,,,,
O,payments,,,,,
O,reserve,,,,,
O,The,,,,,
O,reserve,,,,,
O,is,,,,,
O,used,,,,,
O,to,,,,,
O,recognise,,,,,
O,the,,,,,
O,value,,,,,
O,of,,,,,
O,equity,,,,,
O,benefits,,,,,
O,provided,,,,,
O,to,,,,,
O,employees,,,,,
O,and,,,,,
O,directors,,,,,
O,as,,,,,
O,part,,,,,
O,of,,,,,
O,their,,,,,
O,remuneration,,,,,
O,",",,,,,
O,and,,,,,
O,other,,,,,
O,parties,,,,,
O,as,,,,,
O,part,,,,,
O,of,,,,,
O,their,,,,,
O,compensation,,,,,
O,for,,,,,
O,services.,,,,,
O,Movements,,,,,
O,in,,,,,
O,reserves,,,,,
O,Movements,,,,,
O,in,,,,,
O,each,,,,,
O,class,,,,,
O,of,,,,,
O,reserve,,,,,
O,during,,,,,
O,the,,,,,
O,current,,,,,
O,and,,,,,
O,previous,,,,,
O,financial,,,,,
O,year,,,,,
O,are,,,,,
O,set,,,,,
O,out,,,,,
O,below,,,,,
O,:,,,,,
O,Share,,,,,
O,option,,,,,
O,FVOCI,,,,,
O,Consolidated,,,,,
O,reserve*,,,,,
O,$,,,,,
O,reserve**,,,,,
O,$,,,,,
O,Total,,,,,
O,$,,,,,
O,Balance,,,,,
O,at,,,,,
O,1,,,,,
O,July,,,,,
O,2014,,,,,
O,53,,,,,
O,",",,,,,
O,900,,,,,
O,309,,,,,
O,",",,,,,
O,909,,,,,
O,363,,,,,
O,",",,,,,
O,809,,,,,
O,Revaluation,,,,,
O,-,,,,,
O,gross,,,,,
O,-,,,,,
O,(,,,,,
O,1,,,,,
O,",",,,,,
O,144,,,,,
O,",",,,,,
O,954,,,,,
O,),,,,,
O,(,,,,,
O,1,,,,,
O,",",,,,,
O,144,,,,,
O,",",,,,,
O,954,,,,,
O,),,,,,
O,Balance,,,,,
O,at,,,,,
O,30,,,,,
O,June,,,,,
O,2015,,,,,
O,53,,,,,
O,",",,,,,
O,900,,,,,
O,(,,,,,
O,835,,,,,
O,",",,,,,
O,045,,,,,
O,),,,,,
O,(,,,,,
O,781,,,,,
O,",",,,,,
O,145,,,,,
O,),,,,,
O,Revaluation,,,,,
O,-,,,,,
O,gross,,,,,
O,-,,,,,
O,38,,,,,
O,",",,,,,
O,936,,,,,
O,38,,,,,
O,",",,,,,
O,936,,,,,
O,Transfer,,,,,
O,on,,,,,
O,expiry,,,,,
O,of,,,,,
O,options,,,,,
O,(,,,,,
O,53,,,,,
O,",",,,,,
O,900,,,,,
O,),,,,,
O,-,,,,,
O,(,,,,,
O,53,,,,,
O,",",,,,,
O,900,,,,,
O,),,,,,
O,Transfer,,,,,
O,to,,,,,
O,accumulated,,,,,
O,losses***,,,,,
O,-,,,,,
O,732,,,,,
O,",",,,,,
O,600,,,,,
O,732,,,,,
O,",",,,,,
O,600,,,,,
O,Balance,,,,,
O,at,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,-,,,,,
O,(,,,,,
O,63,,,,,
O,",",,,,,
O,509,,,,,
O,),,,,,
O,(,,,,,
O,63,,,,,
O,",",,,,,
O,509,,,,,
O,),,,,,
O,*,,,,,
O,The,,,,,
O,share,,,,,
O,based,,,,,
O,payments,,,,,
O,reserve,,,,,
O,is,,,,,
O,used,,,,,
O,to,,,,,
O,recognise,,,,,
O,the,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,options,,,,,
O,issued,,,,,
O,to,,,,,
O,directors,,,,,
O,and,,,,,
O,employees.,,,,,
O,**,,,,,
O,The,,,,,
O,FVOCI,,,,,
O,reserve,,,,,
O,is,,,,,
O,used,,,,,
O,to,,,,,
O,recognise,,,,,
O,the,,,,,
O,increase,,,,,
O,in,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,equity,,,,,
O,investments.,,,,,
O,***The,,,,,
O,transfer,,,,,
O,to,,,,,
O,accumulated,,,,,
O,losses,,,,,
O,relates,,,,,
O,to,,,,,
O,Octagonal,,,,,
O,Resources,,,,,
O,Limited,,,,,
O,previous,,,,,
O,recognised,,,,,
O,fair,,,,,
O,value,,,,,
O,impairments.,,,,,
O,On,,,,,
O,23,,,,,
O,February,,,,,
O,2016,,,,,
O,",",,,,,
O,Octagonal,,,,,
O,Resources,,,,,
O,Limited,,,,,
O,was,,,,,
O,delisted,,,,,
O,from,,,,,
O,the,,,,,
O,ASX,,,,,
O,following,,,,,
O,the,,,,,
O,implementation,,,,,
O,of,,,,,
O,a,,,,,
O,Scheme,,,,,
O,Of,,,,,
O,Arrangement,,,,,
O,(,,,,,
O,“,,,,,
O,Scheme,,,,,
O,”,,,,,
O,),,,,,
O,under,,,,,
O,which,,,,,
O,Alliance,,,,,
O,received,,,,,
O,cash,,,,,
O,of,,,,,
O,$0.0055,,,,,
O,per,,,,,
O,Octagonal,,,,,
O,share,,,,,
O,held,,,,,
O,(,,,,,
O,equating,,,,,
O,to,,,,,
O,$121,,,,,
O,",",,,,,
O,000,,,,,
O,from,,,,,
O,the,,,,,
O,22,,,,,
O,",",,,,,
O,000,,,,,
O,",",,,,,
O,000,,,,,
O,shares,,,,,
O,),,,,,
O,and,,,,,
O,two,,,,,
O,shares,,,,,
O,in,,,,,
O,A1,,,,,
O,Consolidated,,,,,
O,Gold,,,,,
O,Limited,,,,,
O,(,,,,,
O,“,,,,,
O,A1,,,,,
O,Gold,,,,,
O,”,,,,,
O,),,,,,
O,(,,,,,
O,ASX,,,,,
O,Ticker,,,,,
O,code,,,,,
O,:,,,,,
O,AYC,,,,,
O,),,,,,
O,for,,,,,
O,every,,,,,
O,5,,,,,
O,shares,,,,,
O,of,,,,,
O,Octagonal,,,,,
O,held,,,,,
O,(,,,,,
O,equating,,,,,
O,to,,,,,
O,8,,,,,
O,",",,,,,
O,800,,,,,
O,",",,,,,
O,000,,,,,
O,A1,,,,,
O,Gold,,,,,
O,shares,,,,,
O,),,,,,
O,with,,,,,
O,a,,,,,
O,market,,,,,
O,value,,,,,
O,of,,,,,
O,approx,,,,,
O,$246,,,,,
O,",",,,,,
O,400,,,,,
O,at,,,,,
O,that,,,,,
O,time.,,,,,
O,After,,,,,
O,taking,,,,,
O,into,,,,,
O,account,,,,,
O,the,,,,,
O,above,,,,,
O,consideration,,,,,
O,received,,,,,
O,",",,,,,
O,prior,,,,,
O,fair,,,,,
O,value,,,,,
O,adjustments,,,,,
O,and,,,,,
O,equity,,,,,
O,accounted,,,,,
O,changes,,,,,
O,to,,,,,
O,the,,,,,
O,company's,,,,,
O,investment,,,,,
O,in,,,,,
O,Octagonal,,,,,
O,",",,,,,
O,the,,,,,
O,company,,,,,
O,recorded,,,,,
O,a,,,,,
O,transfer,,,,,
O,to,,,,,
O,accumulated,,,,,
O,losses,,,,,
O,of,,,,,
O,$732,,,,,
O,",",,,,,
O,600.,,,,,
O,Consolidated,,,,,
O,Consolidated,,,,,
O,2016,,,,,
O,$,,,,,
O,2015,,,,,
O,$,,,,,
O,NOTE,,,,,
O,22.,,,,,
O,EQUITY,,,,,
O,-,,,,,
O,ACCUMULATED,,,,,
O,LOSSES,,,,,
O,Accumulated,,,,,
O,losses,,,,,
O,at,,,,,
O,the,,,,,
O,beginning,,,,,
O,of,,,,,
O,the,,,,,
O,financial,,,,,
O,year,,,,,
O,(,,,,,
O,78,,,,,
O,",",,,,,
O,222,,,,,
O,",",,,,,
O,860,,,,,
O,),,,,,
O,(,,,,,
O,75,,,,,
O,",",,,,,
O,097,,,,,
O,",",,,,,
O,294,,,,,
O,),,,,,
O,Transfer,,,,,
O,on,,,,,
O,expiry,,,,,
O,of,,,,,
O,options,,,,,
O,53,,,,,
O,",",,,,,
O,900,,,,,
O,-,,,,,
O,Profit/,,,,,
O,(,,,,,
O,loss,,,,,
O,),,,,,
O,after,,,,,
O,income,,,,,
O,tax,,,,,
O,expense,,,,,
O,for,,,,,
O,the,,,,,
O,year,,,,,
O,47,,,,,
O,",",,,,,
O,920,,,,,
O,",",,,,,
O,395,,,,,
O,(,,,,,
O,3,,,,,
O,",",,,,,
O,125,,,,,
O,",",,,,,
O,566,,,,,
O,),,,,,
O,Transfer,,,,,
O,from,,,,,
O,FVOCI,,,,,
O,reserve,,,,,
O,(,,,,,
O,732,,,,,
O,",",,,,,
O,600,,,,,
O,),,,,,
O,-,,,,,
O,Accumulated,,,,,
O,losses,,,,,
O,at,,,,,
O,the,,,,,
O,end,,,,,
O,of,,,,,
O,the,,,,,
O,financial,,,,,
O,year,,,,,
O,(,,,,,
O,30,,,,,
O,",",,,,,
O,981,,,,,
O,",",,,,,
O,165,,,,,
O,),,,,,
O,(,,,,,
O,78,,,,,
O,",",,,,,
O,222,,,,,
O,",",,,,,
O,860,,,,,
O,),,,,,
O,NOTE,,,,,
O,23.,,,,,
O,EQUITY,,,,,
O,-,,,,,
O,DIVIDENDS,,,,,
O,There,,,,,
O,were,,,,,
O,no,,,,,
O,dividends,,,,,
O,paid,,,,,
O,",",,,,,
O,recommended,,,,,
O,or,,,,,
O,declared,,,,,
O,during,,,,,
O,the,,,,,
O,current,,,,,
O,or,,,,,
O,previous,,,,,
O,financial,,,,,
O,year.,,,,,
O,ANNUAL,,,,,
O,REPORT,,,,,
O,2016,,,,,
O,35Notes,,,,,
O,to,,,,,
O,the,,,,,
O,financial,,,,,
O,statements,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,NOTE,,,,,
O,24.,,,,,
O,FINANCIAL,,,,,
O,INSTRUMENTS,,,,,
O,Financial,,,,,
O,risk,,,,,
O,management,,,,,
O,objectives,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity's,,,,,
O,activities,,,,,
O,expose,,,,,
O,it,,,,,
O,to,,,,,
O,a,,,,,
O,variety,,,,,
O,of,,,,,
O,financial,,,,,
O,risks,,,,,
O,:,,,,,
O,market,,,,,
O,risk,,,,,
O,(,,,,,
O,including,,,,,
O,foreign,,,,,
O,currency,,,,,
O,risk,,,,,
O,",",,,,,
O,price,,,,,
O,risk,,,,,
O,and,,,,,
O,interest,,,,,
O,rate,,,,,
O,risk,,,,,
O,),,,,,
O,",",,,,,
O,credit,,,,,
O,risk,,,,,
O,and,,,,,
O,liquidity,,,,,
O,risk.,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity's,,,,,
O,overall,,,,,
O,risk,,,,,
O,management,,,,,
O,program,,,,,
O,focuses,,,,,
O,on,,,,,
O,the,,,,,
O,unpredictability,,,,,
O,of,,,,,
O,financial,,,,,
O,markets,,,,,
O,and,,,,,
O,seeks,,,,,
O,to,,,,,
O,minimise,,,,,
O,potential,,,,,
O,adverse,,,,,
O,effects,,,,,
O,on,,,,,
O,the,,,,,
O,financial,,,,,
O,performance,,,,,
O,of,,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity.,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,uses,,,,,
O,different,,,,,
O,methods,,,,,
O,to,,,,,
O,measure,,,,,
O,different,,,,,
O,types,,,,,
O,of,,,,,
O,risk,,,,,
O,to,,,,,
O,which,,,,,
O,it,,,,,
O,is,,,,,
O,exposed.,,,,,
O,These,,,,,
O,methods,,,,,
O,include,,,,,
O,sensitivity,,,,,
O,analysis,,,,,
O,in,,,,,
O,the,,,,,
O,case,,,,,
O,of,,,,,
O,interest,,,,,
O,rate,,,,,
O,",",,,,,
O,foreign,,,,,
O,exchange,,,,,
O,and,,,,,
O,other,,,,,
O,price,,,,,
O,risks,,,,,
O,",",,,,,
O,ageing,,,,,
O,analysis,,,,,
O,for,,,,,
O,credit,,,,,
O,risk,,,,,
O,and,,,,,
O,beta,,,,,
O,analysis,,,,,
O,in,,,,,
O,respect,,,,,
O,of,,,,,
O,investment,,,,,
O,portfolios,,,,,
O,to,,,,,
O,determine,,,,,
O,market,,,,,
O,risk.,,,,,
O,Risk,,,,,
O,management,,,,,
O,is,,,,,
O,carried,,,,,
O,out,,,,,
O,by,,,,,
O,senior,,,,,
O,finance,,,,,
O,executives,,,,,
O,(,,,,,
O,'finance',,,,,
O,),,,,,
O,under,,,,,
O,policies,,,,,
O,approved,,,,,
O,by,,,,,
O,the,,,,,
O,Board,,,,,
O,of,,,,,
O,Directors,,,,,
O,(,,,,,
O,'the,,,,,
O,Board',,,,,
O,),,,,,
O,.,,,,,
O,These,,,,,
O,policies,,,,,
O,include,,,,,
O,identification,,,,,
O,and,,,,,
O,analysis,,,,,
O,of,,,,,
O,the,,,,,
O,risk,,,,,
O,exposure,,,,,
O,of,,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,and,,,,,
O,appropriate,,,,,
O,procedures,,,,,
O,",",,,,,
O,controls,,,,,
O,and,,,,,
O,risk,,,,,
O,limits.,,,,,
O,Finance,,,,,
O,identifies,,,,,
O,",",,,,,
O,evaluates,,,,,
O,and,,,,,
O,hedges,,,,,
O,financial,,,,,
O,risks,,,,,
O,within,,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity's,,,,,
O,operating,,,,,
O,units.,,,,,
O,Finance,,,,,
O,reports,,,,,
O,to,,,,,
O,the,,,,,
O,Board,,,,,
O,on,,,,,
O,a,,,,,
O,monthly,,,,,
O,basis.,,,,,
O,Market,,,,,
O,risk,,,,,
O,Foreign,,,,,
O,currency,,,,,
O,risk,,,,,
O,The,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,undertakes,,,,,
O,certain,,,,,
O,transactions,,,,,
O,denominated,,,,,
O,in,,,,,
O,foreign,,,,,
O,currency,,,,,
O,and,,,,,
O,is,,,,,
O,exposed,,,,,
O,to,,,,,
O,foreign,,,,,
O,currency,,,,,
O,risk,,,,,
O,through,,,,,
O,foreign,,,,,
O,exchange,,,,,
O,rate,,,,,
O,fluctuations.,,,,,
O,Foreign,,,,,
O,exchange,,,,,
O,risk,,,,,
O,arises,,,,,
O,from,,,,,
O,future,,,,,
O,commercial,,,,,
O,transactions,,,,,
O,and,,,,,
O,recognised,,,,,
O,financial,,,,,
O,assets,,,,,
O,and,,,,,
O,financial,,,,,
O,liabilities,,,,,
O,denominated,,,,,
O,in,,,,,
O,a,,,,,
O,currency,,,,,
O,that,,,,,
O,is,,,,,
O,not,,,,,
O,the,,,,,
O,entity's,,,,,
O,functional,,,,,
O,currency.,,,,,
O,The,,,,,
O,risk,,,,,
O,is,,,,,
O,measured,,,,,
O,using,,,,,
O,sensitivity,,,,,
O,analysis,,,,,
O,and,,,,,
O,cash,,,,,
O,flow,,,,,
O,forecasting.,,,,,
O,Foreign,,,,,
O,exchange,,,,,
O,risk,,,,,
O,arises,,,,,
O,from,,,,,
O,future,,,,,
O,commitments,,,,,
O,",",,,,,
O,assets,,,,,
O,and,,,,,
O,liabilities,,,,,
O,that,,,,,
O,are,,,,,
O,denominated,,,,,
O,in,,,,,
O,a,,,,,
O,currency,,,,,
O,that,,,,,
O,is,,,,,
O,not,,,,,
O,the,,,,,
O,Company's,,,,,
O,functional,,,,,
O,currency.,,,,,
O,The,,,,,
O,Company,,,,,
O,operates,,,,,
O,in,,,,,
O,Australia,,,,,
O,and,,,,,
O,Chile,,,,,
O,and,,,,,
O,at,,,,,
O,present,,,,,
O,has,,,,,
O,minimal,,,,,
O,foreign,,,,,
O,exchange,,,,,
O,exposure.,,,,,
O,The,,,,,
O,Company,,,,,
O,will,,,,,
O,potentially,,,,,
O,have,,,,,
O,greater,,,,,
O,exposure,,,,,
O,in,,,,,
O,the,,,,,
O,future,,,,,
O,as,,,,,
O,most,,,,,
O,commodities,,,,,
O,the,,,,,
O,Company,,,,,
O,explores,,,,,
O,for,,,,,
O,are,,,,,
O,traded,,,,,
O,in,,,,,
O,US,,,,,
O,Dollars.,,,,,
O,Interest,,,,,
O,rate,,,,,
O,risk,,,,,
O,Interest,,,,,
O,rate,,,,,
O,risk,,,,,
O,is,,,,,
O,the,,,,,
O,risk,,,,,
O,that,,,,,
O,the,,,,,
O,Company's,,,,,
O,financial,,,,,
O,position,,,,,
O,will,,,,,
O,be,,,,,
O,adversely,,,,,
O,affected,,,,,
O,by,,,,,
O,movements,,,,,
O,in,,,,,
O,interest,,,,,
O,rates.,,,,,
O,Interest,,,,,
O,rate,,,,,
O,risk,,,,,
O,on,,,,,
O,short,,,,,
O,term,,,,,
O,deposits,,,,,
O,is,,,,,
O,not,,,,,
O,considered,,,,,
O,to,,,,,
O,be,,,,,
O,a,,,,,
O,material,,,,,
O,risk,,,,,
O,due,,,,,
O,to,,,,,
O,the,,,,,
O,short,,,,,
O,term,,,,,
O,nature,,,,,
O,of,,,,,
O,these,,,,,
O,financial,,,,,
O,instruments.,,,,,
O,At,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,Alliance,,,,,
O,had,,,,,
O,the,,,,,
O,following,,,,,
O,cash,,,,,
O,instruments,,,,,
O,exposed,,,,,
O,to,,,,,
O,interest,,,,,
O,rate,,,,,
O,risk,,,,,
O,-,,,,,
O,Cash,,,,,
O,and,,,,,
O,cash,,,,,
O,equivalents,,,,,
O,totalling,,,,,
O,$24,,,,,
O,",",,,,,
O,687,,,,,
O,",",,,,,
O,040,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,$926,,,,,
O,",",,,,,
O,592,,,,,
O,),,,,,
O,and,,,,,
O,receivables,,,,,
O,$0,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,$870,,,,,
O,",",,,,,
O,289,,,,,
O,),,,,,
O,.,,,,,
O,The,,,,,
O,sensitivity,,,,,
O,of,,,,,
O,the,,,,,
O,fair,,,,,
O,value,,,,,
O,of,,,,,
O,financial,,,,,
O,instruments,,,,,
O,held,,,,,
O,at,,,,,
O,balance,,,,,
O,date,,,,,
